,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
546,2014 Audi RS 7 4.0T Prestige,43981,78363, All-wheel Drive ,16–27,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,98004,0,1
547,2019 Mercedes-Benz AMG GLC 63 S 4MATIC,75645,13667, All-wheel Drive ,16–22,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,90505,1,1
548,2020 Mazda CX-5 Touring,27490,32276, All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V,60515,1,1
549,2020 Acura TLX V6,34225,14635, Front-wheel Drive ,20–31,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,18936,3,3
550,2020 INFINITI QX60 Luxe,43566,16120, Front-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC,37129,1,1
551,2017 Mercedes-Benz GLE 350 Base 4MATIC,33498,62569, All-wheel Drive ,18–23,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,77449,0,1
552,2019 Jeep Grand Cherokee Limited,32998,36840, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,55075,0,0
553,2021 Honda Passport EX-L,39641,18989, Front-wheel Drive ,20–25,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,37128,1,1
554,2022 Tesla Model Y Long Range,70890,11668, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,33130,1,1
555,2018 Mercedes-Benz S-Class S 560,69990,13822, Rear-wheel Drive ,17–27,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,90621,1,1
556,2017 Toyota RAV4 XLE,22998,83145, All-wheel Drive ,22–29,Gasoline ,Automatic,Regular Unleaded I-4 2.5 L/152,55306,0,1
557,2018 Chevrolet Cruze LT,19000,48273, Front-wheel Drive ,29–40,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,14216,0,1
558,2018 Cadillac Escalade ESV Luxury,53999,32270, Four-wheel Drive ,14–21,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,19403,0,0
559,2017 Chevrolet Camaro 1SS,29558,97196, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,28078,3,3
560,2018 Mercedes-Benz AMG GLE 43 Base 4MATIC,48949,56627, All-wheel Drive ,17–23,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,77079,1,1
561,2020 Kia Telluride S,42998,16940, Front-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,30071,3,3
562,2021 Ford Explorer Platinum,56998,6750, Four-wheel Drive ,23–26,Gasoline ,Automatic,Twin Turbo Premium Unleaded V-6 3.0 L/183,0,1,1
563,2021 Volkswagen Tiguan 2.0T SE,30597,16125, All-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60202,1,1
564,2019 BMW X5 xDrive40i,50998,17412, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,06705,1,1
565,2020 Lincoln Aviator Reserve AWD,54592,26815, All-wheel Drive ,17–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,22401,1,1
566,2020 Mazda CX-5 Touring,25750,30660, Front-wheel Drive ,25–31,Gasoline ,6-Speed Automatic,2.5L I4 16V,76051,1,1
567,2017 Mercedes-Benz AMG GT AMG GT,83770,22516, Rear-wheel Drive ,16–22,Gasoline ,7-Speed Automatic with Auto-Shift,4.0L V8 32V MPFI DOHC Twin Turbo,91367,1,1
568,2019 GMC Acadia SLE-2,31995,27479, All-wheel Drive ,21–25,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,08052,1,1
569,2019 Toyota Tacoma SR5,35989,23746, Four-wheel Drive ,18–22,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,75052,1,1
570,2017 Acura MDX 3.5L w/Technology Package,29950,47072, All-wheel Drive ,18–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,10466,3,3
571,2012 BMW 335 i,12300,159845, Rear-wheel Drive ,23–33,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,46168,0,1
572,2019 Toyota Highlander XLE,35250,75456, Front-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,29607,1,1
573,2020 Ford Explorer XLT,43925,23905, Four-wheel Drive ,20–27,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,62526,3,3
574,2019 Toyota 4Runner Limited,42991,39855, Four-wheel Drive ,17–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,75078,1,1
575,2019 Toyota Highlander XLE,38990,29724, Front-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,29607,0,1
576,2020 Mercedes-Benz S-Class S 560,82990,17993, Rear-wheel Drive ,17–27,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,33034,1,1
577,2018 Audi A4 allroad 2.0T Premium,29900,35000, All-wheel Drive ,0–0,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,06770,3,3
578,2018 BMW 430 Gran Coupe i xDrive,26990,48758, All-wheel Drive ,23–33,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,11021,0,0
579,2019 INFINITI QX50 Luxe,33723,19755, All-wheel Drive ,24–30,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,22182,1,1
580,2021 Mazda CX-9 Grand Touring,31998,26347, Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,32809,1,0
581,2021 Honda Pilot Special Edition,43447,10553, All-wheel Drive ,0–0,– ,Automatic,3.5L V6 24V SOHC i-VTEC,43232,1,1
582,2019 Mazda CX-5 Grand Touring,31000,19942, All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,60126,3,3
583,2019 Maserati Ghibli S Q4,54999,17855, All-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,3.0L,06120,1,1
584,2020 Chevrolet Tahoe Premier,67495,4648, Rear-wheel Drive ,15–22,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,34711,1,1
585,2021 Mazda CX-5 Grand Touring,34222,7056, All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,95136,3,3
586,2015 Chevrolet Camaro 2LS,22998,44550, Rear-wheel Drive ,19–30,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,32822,3,3
587,2013 Lexus GS 350 Base,19899,96509, All-wheel Drive ,19–26,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC,21215,1,1
588,2020 Ford Fusion Titanium,23500,60621, All-wheel Drive ,20–29,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,92545,1,0
589,2020 BMW X5 xDrive40i,55999,4520, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,60641,1,0
590,2021 Mercedes-Benz C-Class C 300,51750,19425, Rear-wheel Drive ,24–33,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,75024,1,1
591,2019 BMW X5 xDrive40i,52936,17789, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,21401,1,1
592,2022 Chevrolet Camaro ZL1,74250,1986, Rear-wheel Drive ,14–20,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV Supercharged,22304,1,1
593,2021 GMC Acadia Denali,50517,15516, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,53406,3,3
594,2022 Genesis GV70 3.5T Sport,65494,13335, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,55110,1,1
595,2021 Nissan Armada SV,44999,25026, Rear-wheel Drive ,14–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,32771,1,1
596,2018 Cadillac XT5 Luxury,29436,40792, Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,28098,1,1
597,2021 Mercedes-Benz AMG GLE 53 Base,82921,12494, All-wheel Drive ,18–23,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,07081,1,0
598,2020 Volvo XC40 T5 Momentum,45968,14855, All-wheel Drive ,22–30,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,78209,1,1
599,2019 Nissan Rogue SL,30299,22088, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,19440,1,1
600,2019 Mercedes-Benz AMG C 43 Base 4MATIC,46990,66114, All-wheel Drive ,19–27,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,60010,1,0
601,2019 BMW X5 xDrive40i,45000,53441, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,21162,1,1
602,2018 Audi Q7 3.0T Premium Plus,38987,19686, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,11220,1,1
603,2020 Land Rover Range Rover Evoque SE,41988,50661, All-wheel Drive ,20–27,Gasoline ,Automatic,I4,98409,1,0
604,2012 Toyota Highlander Hybrid Limited,22997,83015, All-wheel Drive ,28–28,Hybrid ,Automatic CVT,3.5L V6 24V MPFI DOHC Hybrid,27332,3,3
605,2020 Cadillac XT5 Premium Luxury,43915,18061, All-wheel Drive ,21–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,14623,1,1
606,2021 Dodge Durango R/T,49900,12756, All-wheel Drive ,14–22,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,48879,3,3
607,2019 Mercedes-Benz GLC 300 Base 4MATIC,33789,53521, All-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,44870,1,1
608,2015 Porsche Panamera 4,43998,53753, All-wheel Drive ,18–27,Gasoline ,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC,33761,3,3
609,2019 Ford Mustang EcoBoost Premium,29434,66469, Rear-wheel Drive ,20–28,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,46168,0,0
610,2022 Mercedes-Benz GLB 250 Base 4MATIC,41800,1854, All-wheel Drive ,23–31,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,20151,1,0
611,2018 Toyota RAV4 Hybrid Limited,30695,35425, All-wheel Drive ,34–30,Hybrid ,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,32822,1,1
612,2020 Ford Fusion SE,20700,57889, All-wheel Drive ,20–29,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,75228,3,3
613,2019 Lexus GX 460 Base,38000,84452, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,89146,3,3
614,2018 Kia Forte LX,13991,82739, Front-wheel Drive ,29–37,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,85201,0,1
615,2018 Ford Escape Titanium,24962,47138, Four-wheel Drive ,20–27,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,61738,3,3
616,2021 Jeep Wrangler Sport,37977,13592, Four-wheel Drive ,17–25,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,46135,1,1
617,2017 INFINITI Q60 3.0t Red Sport 400,41988,28310, All-wheel Drive ,19,Gasoline ,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,98444,0,0
618,2020 Chevrolet Colorado ZR2,46197,19120, Four-wheel Drive ,16–18,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,80011,3,3
619,2020 Lexus GX 460 Base,56995,6357, Four-wheel Drive ,15–19,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,60173,1,1
620,2015 Land Rover Range Rover 5.0L Supercharged,31911,108685, Four-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,20748,0,1
621,2020 Nissan Altima 2.5 SL,27444,15023, All-wheel Drive ,26–36,Gasoline ,Automatic CVT,2.5L I4 16V GDI DOHC,07405,1,1
622,2013 Lexus GS 350 Base,20494,94062, All-wheel Drive ,19–26,Gasoline ,Automatic,V6 Cylinder Engine,07410,0,0
623,2017 Cadillac XT5 Luxury,29900,37088, Front-wheel Drive ,19–27,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,30096,0,1
624,2021 Toyota 4Runner SR5,37990,43029, Rear-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,92626,3,3
625,2019 Lexus RX 350 RX 350,39589,25756, Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,75093,1,1
626,2019 Ford F-150 XLT,32600,49313, 4WD ,18–23,Flexible Fuel ,6-Speed Automatic,3.3L V6 24V PDI DOHC Flexible Fuel,12834,1,1
627,2018 Jeep Grand Cherokee Altitude,27500,73970, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,20716,3,3
628,2017 Dodge Challenger R/T,24980,77805, Rear-wheel Drive ,15–23,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,60452,0,0
629,2014 Jeep Wrangler Sahara,25999,83942, Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,08052,1,1
630,2012 Ford Expedition Limited,13499,139993, Four-wheel Drive ,13–18,E85 Flex Fuel ,6-Speed Automatic,5.4L V8 24V MPFI SOHC Flexible Fuel,64454,1,1
631,2013 BMW X1 xDrive 28i,6500,200822, All-wheel Drive ,22–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,44420,3,3
632,2021 Toyota RAV4 LE,26688,42034, All-wheel Drive ,27–34,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,60712,3,3
633,2007 Chevrolet Suburban 1500 LTZ,14995,105705, Four-wheel Drive ,None,E85 Flex Fuel ,4-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,19505,0,1
634,2010 Subaru Outback 2.5i Premium,5990,146845, All-wheel Drive ,22–29,Gasoline ,Automatic CVT,2.5L H4 16V MPFI SOHC,49601,3,3
635,2016 Tesla Model S 70D,52975,54715, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,60089,1,1
636,2019 Lexus RX 450h Base,45998,41669, All-wheel Drive ,31–28,Hybrid ,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,95148,1,1
637,2021 Toyota Corolla LE,24350,45735, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,22304,1,0
638,2005 Toyota Corolla LE,8000,82008, Front-wheel Drive ,30–38,Gasoline ,4-Speed Automatic,1.8L I4 16V MPFI DOHC,68147,0,1
639,2020 Hyundai Elantra SEL,17977,65774, Front-wheel Drive ,30–40,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,30144,1,0
640,2019 BMW X5 xDrive40i,45559,54414, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,80121,0,1
641,2005 Mercedes-Benz SL-Class SL500 Roadster,10991,87923, Rear-wheel Drive ,16–23,Gasoline ,7-Speed Automatic,5.0L V8 24V MPFI SOHC,91331,0,1
642,2019 Ford Edge SEL,33995,18203, All-wheel Drive ,21–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,53073,3,3
643,2019 Honda CR-V EX-L,31500,23129, Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,28056,3,3
644,2018 Ford Flex Limited,26921,71319, Front-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,98499,3,3
645,2021 Jeep Wrangler Unlimited Rubicon,59583,17650, Four-wheel Drive ,17–23,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,73501,1,1
646,2016 GMC Yukon Denali,34300,130125, Four-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,66062,0,0
647,2019 Audi A4 2.0T Premium Plus,29991,29257, Front-wheel Drive ,27–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,90211,1,1
648,2021 Mercedes-Benz C-Class C 300 4MATIC,51795,1289, All-wheel Drive ,23–32,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60074,1,1
649,2015 RAM 3500 Tradesman,47999,111323, Four-wheel Drive ,None,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,32771,0,1
650,2019 Ford Escape SE,21980,43588, Front-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,32750,1,0
651,2020 Ford F-150 Lariat,45500,29157, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,18951,3,3
652,2022 Kia K5 GT-Line,34999,23132, All-wheel Drive ,25–33,Gasoline ,8-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,62269,1,1
653,2019 Mercedes-Benz AMG C 43 Base 4MATIC,50639,27660, All-wheel Drive ,19–27,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,60062,1,0
654,2020 Mercedes-Benz GLA 250 Base,32996,11997, Front-wheel Drive ,24–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,90403,1,1
655,2019 Porsche Cayenne Turbo,117900,28992, All-wheel Drive ,15–19,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,92618,1,1
656,2017 Honda HR-V EX-L w/Navigation,23995,36999, All-wheel Drive ,27–31,Gasoline ,Automatic CVT,1.8L I4 16V MPFI SOHC,10994,0,1
657,2020 Alfa Romeo Giulia Ti,37995,9978, All-wheel Drive ,23–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,32822,1,1
658,2020 Chevrolet Silverado 1500 LT,29995,38000, Four-wheel Drive ,20–23,Gasoline ,Automatic,5.3L V8 16V GDI OHV,48180,3,3
659,2021 Ford Bronco First Edition,90000,10050, Four-wheel Drive ,18–20,Gasoline Fuel ,Transmission w/Dual Shift Mode,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,0,3,3
660,2021 Nissan Maxima Platinum,43000,24412, Front-wheel Drive ,20–30,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC,37043,1,0
661,2012 Lexus RX 350 Base,23242,47558, All-wheel Drive ,18–24,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,20164,3,3
662,2014 Lexus IS 350 Base,25950,65898, Rear-wheel Drive ,19–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,0,0,1
663,2020 RAM 1500 Big Horn,41139,54279, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,12205,1,1
664,2021 Toyota 4Runner Limited,47865,24780, Rear-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,85260,1,1
665,2014 Dodge Challenger SXT,12900,145623, Rear-wheel Drive ,18–27,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,77090,0,1
666,2017 Dodge Charger R/T 392,43454,28012, Rear-wheel Drive ,15–25,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,20705,0,1
667,2019 Ford F-150 XLT,40995,69374, Four-wheel Drive ,18–23,Gasoline ,Automatic,5.0L V8 32V PDI DOHC,06082,1,1
668,2019 Mercedes-Benz AMG G 63 Base,194996,17034, All-wheel Drive ,13–15,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,28203,1,1
669,2017 Mercedes-Benz C-Class C 300,23495,86759, Rear-wheel Drive ,24–34,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,77027,0,0
670,2018 Chevrolet Corvette Grand Sport,69243,6556, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,08701,0,1
671,2017 Kia Sorento SX,27735,53454, Front-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.3L V6 24V GDI DOHC,22554,1,1
672,2020 Buick Encore Preferred,21800,22326, Front-wheel Drive ,25–30,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,48180,1,1
673,2016 Volkswagen Passat SEL,18392,77443, Front-wheel Drive ,25–38,Gasoline ,6-Speed Automatic,1.8L I4 16V GDI DOHC Turbo,50643,3,3
674,2020 Honda Odyssey EX-L,43998,14193, Front-wheel Drive ,19–28,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC,33317,3,3
675,2019 Honda Odyssey EX-L,39888,26151, Front-wheel Drive ,19–28,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,91367,1,1
676,2022 Ford Bronco Big Bend,56999,452, Four-wheel Drive ,20–21,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,65714,1,1
677,2020 Chevrolet Silverado 1500 LT,35995,53262, Four-wheel Drive ,20–23,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV,84020,3,3
678,2019 Honda CR-V EX-L,34583,19439, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,72704,1,1
679,2015 Toyota RAV4 LE,19997,26191, All-wheel Drive ,22–29,Gasoline ,Automatic 6-Speed,4 Cylinder Engine,55337,3,3
680,2019 Cadillac XT4 Premium Luxury,36587,50022, All-wheel Drive ,22–29,Gasoline ,9-SPEED A/T,4 Cylinder Engine,80634,3,3
681,2021 Nissan Murano SV,35400,8916, All-wheel Drive ,20–28,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC,32780,1,0
682,2021 Toyota Corolla LE,20000,31620, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,32225,3,3
683,2018 Toyota Sienna XLE Premium,34977,61920, Front-wheel Drive ,19–27,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC,98221,0,0
684,2019 Honda Passport Touring,34788,32174, All-wheel Drive ,19–24,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,98006,3,3
685,2020 Ford Mustang GT Premium,35999,38184, Rear-wheel Drive ,15–24,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,33169,1,0
686,2016 Buick Enclave Premium,17933,132891, All-wheel Drive ,15–22,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,53217,1,1
687,2019 Lexus RX 350 Base,42895,33403, Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,75209,1,1
688,2020 Toyota Tundra SR5,40492,41758, Rear-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33331,1,1
689,2018 Volkswagen Golf SportWagen TSI S,21952,34949, Front-wheel Drive ,25–34,Gasoline ,Manual,Intercooled Turbo Regular Unleaded I-4 1.8 L/110,32826,0,1
690,2015 Honda CR-V EX,19920,89965, Front-wheel Drive ,27–34,Gasoline ,Automatic CVT,2.4L I4 16V GDI DOHC,22306,0,1
691,2017 Mercedes-Benz E-Class E 300 Luxury,34495,34597, Rear-wheel Drive ,22–30,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,08701,3,3
692,2018 Kia Forte S,21095,51337, Front-wheel Drive ,25–37,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,98520,3,3
693,2017 GMC Yukon SLE,35000,69313, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,32819,0,0
694,2019 RAM 1500 Laramie,46513,25207, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,60409,1,1
695,2020 Ford Explorer XLT,40000,23332, Four-wheel Drive ,20–27,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,52315,0,1
696,2020 Ford Transit-250 Base,43890,38055, Rear-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC,33030,1,0
697,2017 Hyundai Santa Fe Sport 2.4L,22000,84577, Front-wheel Drive ,21–27,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,30080,0,1
698,2019 Toyota Highlander LE,32300,20936, Front-wheel Drive ,20–24,Gasoline ,6-Speed Automatic,2.7L I4 16V MPFI DOHC,76014,3,3
699,2019 Toyota RAV4 XLE,33999,29982, All-wheel Drive ,25–33,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,04103,0,1
700,2015 BMW 428 i,29999,46192, Rear-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,13495,0,1
701,2019 BMW M4 Base,64995,17792, Rear-wheel Drive ,18–25,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,07003,3,3
702,2019 Toyota Camry SE,26998,55482, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,22192,3,3
703,2011 Toyota Highlander Limited,19995,81663, All-wheel Drive ,17–22,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI DOHC,02453,1,1
704,2016 Ford Transit-350 XLT,32991,91745, Rear-wheel Drive ,None,– ,6-Speed Automatic,3.7L V6 24V MPFI DOHC,98057,0,0
705,2019 Toyota Tundra SR5,45491,24818, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,80113,1,1
706,2008 Toyota RAV4 Base,10200,86285, Four-wheel Drive ,20–25,Gasoline ,4-Speed Automatic,2.4L I4 16V MPFI DOHC,06902,0,1
707,2018 Lexus GX 460 Base,42980,31329, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,19382,0,1
708,2019 Cadillac XT4 Sport,33928,46368, All-wheel Drive ,22–29,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,48080,1,0
709,2020 Honda Civic LX,26445,21545, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,45701,1,1
710,2014 Ford Taurus SHO,18999,89919, All-wheel Drive ,17–25,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,22025,0,1
711,2015 Buick Enclave Leather,16995,127024, All-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,22554,1,1
712,2020 GMC Sierra 1500 Denali,54208,24270, Four-wheel Drive ,16–22,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,47909,0,0
713,2019 RAM 1500 Laramie,48604,35344, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,60126,1,1
